index,id,content,date,likeNum,commentNum,userName,type,status
52,1000530,"下定决心
要卖掉房子
去旅行
——
结果
房东不同意",2019-09-06,8491,183,梦想诚可贵,1,1
53,1000422,"我能想到
最浪漫的事
就是
——
看你一个人
慢慢变老",2019-08-27,8361,204,单口相声,1,1
54,1000397,"你要清楚
世界上
没人嘲笑你的梦想
——
他们只是
嘲笑你的实力",2019-08-25,8352,137,冤有头债有主,1,1
55,1000052,"如果
你喜欢一个人
就去表白吧
——
说不定
就成了备胎呢",2018-06-17,8257,350,自我修养,1,1
56,1000597,"命运狠狠的
抓住了我的喉咙
但我却在笑
倒不是我乐观
——
主要是
它还挠我胳肢窝",2019-10-06,8158,163,双管齐下,1,1
57,1000447,"众里寻她
千百度
蓦然回首
那人对我
——
不屑一顾",2019-08-29,8106,151,一见如顾,1,1
58,1000398,"每天对着镜子
说一句“你很棒”
不久后
那镜子
——
就会成为
很棒的镜子",2019-08-25,8028,193,心灵美,1,1
59,1000408,"说真的
熬夜对身体
特别不好
——
我建议你
通宵",2019-08-26,7992,289,以毒攻毒,1,1
60,1000577,"只要你肯吃苦
肯努力
肯放下身段
——
去要饭
肯定有人追你的",2019-09-20,7836,226,打狗棍法,1,1
61,1000607,"如果我有十块钱
我愿意给你花九块
——
如果我有一百块
我愿意
把十块钱都给你",2019-10-19,7742,215,大爱人间,1,1
62,1000594,"我发现自己
真是个败家子儿
才睡了两天
一觉醒来
——
好几亿的家产
就没有了",2019-10-03,7738,390,梦中的凤梨,1,1
63,1000380,尝尽人间疾苦， 还要拼命留下温柔。,2019-08-23,7726,258,噬骨.,1,1
64,1000469,"记得以后没钱了
要先找我借
——
我不想做
最后一个
让你失望的人",2019-08-31,7440,118,进取心,1,1
65,1000409,"就算全世界
都不要你
你要记得还有我
我想对你说
——
我也不要你",2019-08-26,7435,224,机不可失,1,1
66,1000529,"当你觉得自己
又丑又穷时
不要伤感
——
至少你的判断
还是正确的",2019-09-06,7346,152,闭环认知,1,1
67,1000569,"你终会遇到
一个好姑娘
她不要你的房
也不要你的车
更不要你的钱
——
当然她也不要你",2019-09-18,7317,155,茕茕孑立,1,1
68,1000581,"小时候我以为
生活是事事如意
年年有余
——
长大后才发现
事事如意料之外
年年有余额不足",2019-09-22,7312,101,世界真奇妙,1,1
69,1000396,"想做你的太阳
高兴的时候
温暖你
——
不高兴的时候
晒死你",2019-08-25,7106,163,看我变身,1,1
70,1000383,"随风奔跑
自由是方向
——
无奈太胖
腿短没力量",2019-08-23,6965,217,健忘症,1,1
71,1000388,"知识就是力量
——
而你的无知
不畏惧
任何力量",2019-08-24,6936,114,吃芝士涨知识,1,1
72,1000420,"既没有让人
一见钟情的颜
——
还缺少
让人
日久生情的钱",2019-08-27,6720,112,疑车/移车,1,1
73,1000613,"这几年
什么化妆品都没用
——
过几年
什么化妆品都没用",2019-10-28,6583,131,弹走鱼尾纹?,1,1
74,1000419,"趁好看的时候
多照照镜子
毕竟
——
这种错觉
不是每天都有的",2019-08-27,6550,126,哪里不会照哪里,1,1
75,1000557,"最宽广的是海洋
比海洋更宽广的
是天空
比天空更宽广的
——
是考试范围",2019-09-12,6455,109,伤心大西洋,1,1
76,1000433,"生活不止
眼前的苟且
还有
——
穷
和前任的喜帖",2019-08-28,6327,146,报销路费,1,1
77,1000372,"俄罗斯方块
提醒我们
——
如果合群
那你就会消失",2019-08-13,6327,219,消消乐,1,1
78,1000558,"没有人能够让你
放弃梦想
——
你自己试试
很快
就会放弃了",2019-09-12,6313,141,试试就食屎,1,1
79,1000037,"我有个朋友
停止了抱怨
开始努力奋斗
——
几年过去了
还是这个鸟样",2018-06-12,6205,190,好人有好报,1,1
80,1000571,"多年后再回忆高考
其实本质上
就是大家聚在一起
做一份试题
然后决定去哪
——
打王者荣耀",2019-09-18,6183,121,排位不掉星,1,1
81,1000459,"曾经
我想做个特别的人
现在我成功了
——
我现在
特别难过",2019-08-30,6027,124,马到成功,1,1
82,1000575,"明明能靠脸吃饭
你却偏要
靠才华
——
这就是
你跟明明的差距",2019-09-20,5990,145,冥冥之中,1,1
83,1000576,"我从来不会
脑残地在网上
晒各种名牌
倒不是说我低调
——
主要是我买不起",2019-09-20,5951,130,实事求是,1,1
84,1000604,"天将
降大任与斯人也
必先苦其心志
饿其体肤
——
然后
天就忘了",2019-10-13,5789,128,可持续发展,1,1
85,1000556,"我这么努力
只为了证明
——
那些曾经
看不起我的人
是对的",2019-09-12,5783,127,预知未来,1,1
86,1000436,"我只想
和你叙叙旧
你却
——
问我要不要
代购",2019-08-28,5737,94,命八块钱一条,1,1
87,1000353,"有钱
确实会失去很多东西
——
比如说烦恼",2018-10-18,5727,236,今日烂梗,1,1
88,1000458,"记住
爱情是把双刃剑
一边把你割得很疼
——
另一边
也把你割得很疼",2019-08-30,5719,149,真材实料,1,1
89,1000570,"只要你每天
认真刻苦
态度端正
最终的胜利
肯定还是属于
——
那些发挥好的人",2019-09-18,5692,102,小机灵鬼,1,1
90,1000563,"古时候的同窗
整天都吟诗作对
现在我的同学们
就差的远了
——
他们只知道作对",2019-09-14,5667,93,作对也做不对,1,1
91,1000375,"老师
不用给我换座位了
反正
——
不管坐哪
我都能聊得开",2019-08-22,5626,262,自我膨胀,1,1
92,1000446,"明日复明日
明日何其多
——
既然这么多
不妨再拖拖",2019-08-29,5613,118,一拖三,1,1
93,1000479,"别看我挣的少
但是我省的多啊
——
比如昨天那辆奔驰
我没买
又省下两百多万",2019-09-01,5584,101,百万富翁,1,1
94,1000551,"以前丑的没自信
所以很低调
现在变自信了
——
大家都注意到
我的丑",2019-09-11,5339,89,严肃幽默,1,1
95,1000410,"你自己为
不爱抢着买单
是因为内向
——
我们都知道
那是你穷",2019-08-26,5314,93,突然的自我,1,1
96,1000445,"我的钱
也不是大风刮来的
——
不过
好像是被大风
刮走的",2019-08-29,5280,139,风继续吹,1,1
97,1000457,"我从不骂人
一方面是我素质高
更重要的
是因为我
——
动手能力比较强",2019-08-30,5185,114,全面发展,1,1
98,1000568,"生活
就是不断前行
——
直到
某一天
碰到死胡同",2019-09-16,5100,166,碰,1,1
99,1000370,"有喜欢的女孩
就送她口红
起码她和别人接吻
——
你也会有参与感",2019-08-13,5048,148,母胎solo,1,1
100,1000528,"我十分努力的
突破了瓶颈
——
终于发现
还有瓶盖",2019-09-06,5044,106,天花板花天,1,1
101,1000468,"偶尔还是要
出去走一走
才会知道
——
在家躺床上
多么舒服",2019-08-31,4871,79,实践出真知,1,1
102,1000434,"你是听谁说
我一无是处的
告诉你
——
我退堂鼓
打得可好了",2019-08-28,4714,85,特长生,1,1
103,1000550,"为了防止
这个月乱花钱
于是
——
我把钱
提前花完了",2019-09-11,4700,124,预则立不预则废,1,1
104,1000435,"你必须
十分努力
才能让
你的老板
——
看起来毫不费力",2019-08-28,4691,81,加油鸭,1,1
105,1000466,"我发现
在睡不着的时候
总能想通很多事情
——
第二天天一亮
又忘得一干二净",2019-08-31,4540,62,夜间成功人士,1,1
106,1000360,"人生
没有过不去的坎
如果有
——
那也是你腿短",2019-05-07,4414,110,一跪解千愁,1,1
107,1000490,"不要担心
命运扼住你的咽喉
——
实际上
它只是为了
让你少吃两口",2019-09-02,4377,95,不要屈服,1,1
108,1000432,"本以为我们
能一起走到最后
谁知道
——
你走了两步
就要打车",2019-08-28,4371,96,十块起步,1,1
109,1000373,"瘦的人
把衣服穿出故事
——
胖的人
只能穿成事故",2019-08-22,4302,109,歪幺幺零,1,1
110,1000371,"人丑就要多读书
这样
——
以后才能有
足够的钱整容",2019-08-13,4279,144,未雨绸缪,1,1
111,1000562,"世界上
本没有路
但走的人多了
——
老师就会
开始点名",2019-09-14,4203,81,性感同桌在线答到,1,1
112,1000467,"你要相信
贫穷限制不了什么
举个简单的栗子
——
你的体重
和你的丑",2019-08-31,4203,77,我胖由我不由天,1,1
113,1000406,"喜欢一个人
是藏不住的
就算你躲在衣柜里
——
还是会
被她老公发现",2019-08-26,4168,91,你大胆！,1,1
114,1000083,"哪怕是咸鱼
也要有梦想
—
打滚儿
翻身什么的
味道更好一点",2018-06-27,4129,180,坚持不解,1,1
115,1000456,"医生说
我的社交恐惧症
不是先天的
主要来自于
——
穷
",2019-08-30,4099,92,悬壶济世,1,1
116,1000361,"你过得好
我替你高兴
你过得不好
——
我替全世界
高兴",2019-05-07,4090,83,小确幸,1,1
117,1000527,"虽然
我学得慢
——
但是
我放弃的
快啊",2019-09-06,4023,75,自我觉醒,1,1
118,1000407,"努力也是有差别的
别人努力会成功
而你努力
——
应该只会有饭吃。",2019-08-26,3899,133,奔小康,1,1
119,1000561,"别人都只关心
你飞的高不高
飞的快不快
我就不一样了
——
我关心你的翅膀
烤着好不好吃",2019-09-14,3897,104,西门庆烤翅,1,1
120,1000548,"我希望所有事情
都能自己解决
——
当然
不是我自己
而是事情自己",2019-09-10,3844,81,自愈系统,1,1
121,1000526,"穷不要紧
抬头挺胸
让大家看看
——
你不仅穷
而且还丑",2019-09-06,3789,94,高兴死了,1,1
122,1000566,"不要等到
作业做不完了
再找借口
——
开始做的时候
就要找好啊",2019-09-16,3787,122,未雨绸缪,1,1
123,1000374,"对你竖大拇指的人
不一定是在夸你
也有可能
——
他是在用炮瞄你",2019-08-22,3712,103,二营长！,1,1
124,1000477,"你以为自己
什么也做不好？
错了
——
你可以试试
做好一个废物",2019-09-01,3683,78,敢为天下先,1,1
125,1000520,"我们的梦想
犹如一棵小草
随着时间流逝
慢慢的
——
被踩进土里",2019-09-05,3564,84,野蛮伸长,1,1
126,1000054,"鱼和熊掌
虽然不可兼得
——
但是没关系
穷和丑
是可以的呀",2018-06-17,3564,105,多选题好难,1,1
127,1000540,"以前跪着挣钱少
于是
我试着站起来
——
结果
饭碗就丢了",2019-09-09,3560,63,膝下有黄金,1,1
128,1000549,"不要再犯
同样的错误了
必须向前看
——
要犯
就犯新的错误",2019-09-11,3545,51,勇于探索,1,1
129,1000358,"请对你的另一半
好一点
——
毕竟能看上你
TA已经瞎了
经不起其他伤害",2019-05-06,3445,92,居然有对象,1,1
130,1000547,"面对困难
一共分三步
——
发现它
分析它
放弃它",2019-09-10,3430,80,精益求精,1,1
131,1000478,"做人要谦虚
多听听他人的意见
然后认真的
——
把他们的名字
记在本本上",2019-09-01,3314,59,好记性不如烂笔头,1,1
132,1000612,"你的向前一小步
可不是什么
人类的一大步
——
那是
文明一大步",2019-10-28,3305,50,阿姆斯特狼,1,1
133,1000061,"不要每天都
睡那么晚
——
你这样
很伤手机的",2018-06-20,3157,117,相互作用力,1,1
134,1000499,"前世
五百次的回眸
才能换来
今生的一句
——
流氓！",2019-09-03,3142,88,嘛呢的,1,1
135,1000510,"如果
人生只剩八年
我一定好好珍惜
——
五年高考
三年模拟",2019-09-04,3099,65,北大·青鸟,1,1
136,1000476,"别看我平时对你
漠不关心
其实背地里
——
我每天
说你好多坏话的",2019-09-01,3043,50,打雷要感冒,1,1
137,1000567,"千里之行
始于足下
——
没钱买票
还是算了",2019-09-16,2795,70,东京巴黎土耳其,1,1
138,1000354,"铁打的身体
——
磁铁的床",2018-10-31,2786,67,萌不萌,1,1
139,1000517,"有时候
你不努力一下
——
都不知道
什么叫做绝望",2019-09-05,2767,74,最后的倔强,1,1
140,1000539,"有梦
就要去追
——
要不待会醒了
可就不容易
再睡着啦",2019-09-09,2723,43,安眠口服耶,1,1
141,1000519,"从今天开始
注意细节
处理好小事
——
因为你也
做不成什么大事",2019-09-05,2708,43,不拘小节,1,1
142,1000536,"你和你
童年的存钱罐
挺像的
——
又胖又没钱
还是个猪",2019-09-09,2653,73,砸金花,1,1
143,1000268,"再穷
也要挺起胸膛来
让别人看看
你不仅穷
——
还没有胸",2018-09-03,2632,98,果然是没有,1,1
144,1000347,"看见别人走在成功路上
你问问自己
——
难道不想成为
他成功路上的绊脚石吗",2018-10-17,2576,93,呼叫天才,1,1
145,1000488,"小时候
最怕梦到找厕所
——
最最可怕的是
人没醒
厕所还找到了",2019-09-02,2543,94,长大也是孩子,1,1
146,1000049,"千万别把
事情拖到明天
——
后天
大后天
都是好日子啊",2018-06-16,2492,56,施主算一卦,1,1
147,1000516,"假如生活欺骗了你
不要悲伤
不要心急
——
反正明天
也一样",2019-09-05,2435,55,不哭希金斯,1,1
148,1000489,"要记住
逃避
是解决不了问题的
——
如果不逃的话
肯定会被抓起来",2019-09-02,2375,49,狗头无路,1,1
149,1000498,"从别人那里
听说你过的不好
我这心里
突然间
——
就舒服多了",2019-09-03,2358,61,舒服加,1,1
150,1000538,"如果不能
一夜暴富
——
那两夜也可以
哪怕三夜
我也能忍",2019-09-09,2334,99,小火车污污污,1,1
151,1000518,"朋友啊
长的丑没关系
关键是
——
你要想的美",2019-09-05,2267,54,怕被打不死,1,1
152,1000486,"当你变得
足够优秀的时候
才发现
——
原来她只是
单纯的不喜欢你",2019-09-02,2239,58,阅读理解,1,1
153,1000290,"给这条毒汤点赞
就可以获得
三秒钟的好运
不能再多了
——
给你也是白费",2018-09-11,2233,21,好运绝缘体,1,1
154,1000359,"你敬我一寸
我一定
——
得寸进尺",2019-05-07,2208,46,鸡鸡进取,1,1
155,1000537,"有些事
不要太过在意
——
就你的能力
在意了
最后也得放弃",2019-09-09,2039,39,警世名言,1,1
156,1000487,"我们始终坚信
困难
也许会迟到
——
但
绝不会缺席",2019-09-02,1994,40,义无反顾,1,1
157,1000496,"你在我心里
就像天上的星星
——
多一颗少一颗
都无所谓",2019-09-03,1975,51,星星电灯,1,1
158,1000357,"你们的对象
平时都叫你什么？
——
TA平时都叫我
滚！",2019-05-06,1966,98,居然有对象,1,1
159,1000509,"如果你很努力
却还没有成功
——
那就表示
你再努力
也没有用",2019-09-04,1933,38,洗洗睡吧,1,1
160,1000497,"机会是留给
有准备的人的
——
而对于
没机会的人
就别瞎准备了",2019-09-03,1851,28,浪费感情,1,1
161,1000348,"孙悟空之所以那么瘦
是因为在炼丹炉里
——
燃烧了他的卡路里",2018-10-17,1716,49,神仙画画,1,1
162,1000506,"虽说
贱人自有天收
——
但我发觉
他们
都活的很久",2019-09-04,1603,45,开工了吧,1,1
163,1000263,"做人心态要平和
暴力是
解决不了问题的
但是
——
真TM解气啊",2018-09-01,1576,50,绝地反杀,1,1
164,1000507,"做不完的作业
那就明天做吧
——
说不定
一觉不醒
就不用做了",2019-09-04,1523,43,做梦,1,1
165,1000257,"如果全世界
都不要你了
记得要来找我
——
我认识
好几个人贩子",2018-08-29,1476,53,把握商机,1,1
166,1000276,"一句话
加上卧槽两个字
就会显得
特别的真诚
比如
卧槽你好丑",2018-09-06,1461,56,尼玛,1,1
167,1000350,"愿你出走半生
——
智商仍是少年",2018-10-17,1405,42,广州吴彦祖,1,1
168,1000508,"如果上天
关了你一扇门
——
那你明天
就不用上课了",2019-09-04,1329,52,做梦笑醒,1,1
169,1000284,"回想了一下
我擅长的事请
无非是手机静音
终结话题
断绝关系
劝分劝离",2018-09-07,1326,27,再接再厉,1,1
170,1000084,"真的猛士
——
敢于直面
肥胖的人生
敢于正视
缺位的智商",2018-06-27,1261,35,噜数人,1,1
171,1000340,"我有故事
你有酒吗
——
我有垃圾
你有桶吗",2018-10-10,1228,40,好了我知道了,1,1
172,1000341,"人不要随便感到沮丧
——
不然就会多花很多钱",2018-10-10,1227,41,令狐萌,1,1
173,1000285,"活这么久才明白
取悦所有人
是不现实的
不过
惹所有人生气
你倒是信手拈来",2018-09-07,1206,31,你打我啊,1,1
174,1000320,"你呀
不要一天到晚
小题大作
要多想想
大题
该怎么办",2018-09-27,1184,41,做不起,1,1
175,1000355,"船袜之所以叫船袜
——
是因为它会沉",2018-10-31,1166,26,开车请注意,1,1
176,1000307,"每当你觉得
自己很丑的时候
大家都会说
你很谦虚
我就不一样
我觉得你很诚实",2018-09-18,1137,30,品格优良,1,1
177,1000351,"爱情来的太快
——
服务器就会崩",2018-10-17,1098,31,官宣大脑袋,1,1
178,1000352,"周杰伦
给我一首歌的时间
——
李荣浩
给你一首贝贝",2018-10-18,1095,13,极速四秒钟,1,1
179,1000349,"好看的皮囊
——
千篇一滤",2018-10-17,1042,47,一个钥匙孔,1,1
180,1000275,"遇到好事
就勇敢的去相信
不要掐腿
也不要揉眼睛
——
万一醒了呢",2018-09-05,1020,13,永远自信,1,1
181,1000332,"找对象的时候
要看对方长啥样
——
也得看自己长啥样",2018-10-09,1009,35,就这么着吧,1,1
182,1000296,"愿你
现在是个快乐女孩
中年是个快乐阿姨
晚年是个快乐老太
总之
一直都是一个人",2018-09-14,1005,26,单身·苟,1,1
183,1000294,"语文老师啥书都读
数学老师啥课都占
物理老师啥都会修
英语老师啥片都看
地理老师哪都去过
——
硬盘老师身经百战",2018-09-11,999,42,雅蠛蝶,1,1
184,1000314,"你走
我不送你
你来
无论多大风雨
——
我接不接你
你心里没点B数么",2018-09-19,979,13,怎么空手来呢,1,1
185,1000274,"这世上
唯一没辜负我的
就是失望
——
每次都认真的
让我失望",2018-09-05,941,21,一生所爱,1,1
186,1000356,"你必须十分努力
才能
让你的老板
——
看起来毫不费力",2019-05-06,940,17,加油鸭,1,1
187,1000069,"贫穷限制了
我的想象力
——
却没能
限制我的
肥胖",2018-06-22,929,22,永不言败,1,1
188,1000321,"军训结束了
你们也开始了
真正的大学生活
大学
是梦开始的地方
好好睡吧",2018-09-27,921,26,追梦赤子心,1,1
189,1000312,"如果你给我的
和给别人的
是一样的
那
——
你还真够意思啊",2018-09-19,820,22,平等民主富强,1,1
190,1000306,"成年人的字典里
没有容易二字
——
容易变胖容易困
容易长纹容易穷
这么多容易
你是文盲吗！",2018-09-15,778,27,容易不容易,1,1
191,1000289,"找对象的时候
不能只看
别人的外表
重点要看
——
TA是不是眼瞎",2018-09-11,763,15,己所不欲,1,1
192,1000277,"被人讨厌
并没有什么要紧
即使
被所有人喜欢
——
你还不是单身",2018-09-06,760,23,单身·苟,1,1
193,1000305,"人生不如意
十之八九
剩下的
那二和一
——
是更加不如意",2018-09-15,730,16,数学还不错,1,1
194,1000262,"我特不会安慰人
很多暖心的话
都说不出口
例如
宝贝别伤心了
你还不如去死呢",2018-09-01,722,18,心情好点了嘛,1,1
195,1000266,"8岁时有梦想
大人会夸你可爱
18岁时有梦想
也还算鼓舞人心
28岁再谈梦想
丢不丢人啊",2018-09-03,703,22,丢你**,1,1
196,1000287,"下个月
我计划换辆车
卡宴或者保时捷
想咨询下各位
——
哪家店好偷",2018-09-10,703,27,加油鸭,1,1
197,1000297,"我们人生
最艰难的一段时光
就是现在
10岁到70岁之间
咬咬牙
也就过去了",2018-09-14,695,26,找屎早超生,1,1
198,1000308,"路边的垃圾
大爷大妈会捡走
可是你呀
他们倒是想捡走
——
奈何却捡不动啊",2018-09-18,638,19,捡不动产,1,1
199,1000220,"长大这两个字
连偏旁都没有
一看就知道
——
它们跟“我”
一样孤独",2018-08-25,604,15,长不大,1,1
200,1000209,"当你失败的时候
身边一定会有
一群朋友
他们会关切
你遇到的事情
然后
带着经验离开",2018-08-20,587,13,取精达人,1,1
201,1000217,"你总想
等你变优秀了
再去向TA表白
后来才发现
——
人家只是
单纯的不喜欢你",2018-08-23,573,18,厚起之秀,1,1
202,1000078,"今天很残酷
明天很残酷
后天会很美好
—
那就
再睡两天",2018-06-25,571,20,躺赢,1,1
203,1000313,"我们站着不说话
场面一度十分尴尬
每一个
不曾起舞的日子
——
都是长胖跳不动吧",2018-09-19,561,15,决战紫禁之巅,1,1
204,1000219,"人生
不是这样
就是那样
——
反正不会跟你
想的一样",2018-08-24,559,12,我们不样,1,1
205,1000273,"不要因为5%的
负面评价
进而否定
自己的努力
——
等到100%负面再说",2018-09-05,552,9,👈完美👉,1,1
206,1000203,"下雨了才发现
自己并不孤独
大家都一起避雨
——
可人家等的是伞
你等的是雨停",2018-08-17,527,9,不是毓婷,1,1
207,1000221,"你就像
夜空中的星
——
有你没你
根本就
没什么区别",2018-08-25,523,16,最不亮的星,1,1
208,1000064,"万事开头难
放弃最简单
如果还坚持
含笑半步癫",2018-06-21,520,18,糖白斧,1,1
209,1000067,"这么多事儿
还都是
重要且紧急
——
做哪个都不好
还是休息吧",2018-06-22,515,18,雨露均沾,1,1
210,1000194,"现在的生活
或许
不是你想要的
但绝对
——
是你自找的",2018-08-13,504,16,天生要墙,1,1
211,1000216,"你总想
等你变优秀了
再去向TA表白
后来才发现
——
你都这么优秀了
干嘛还喜欢TA",2018-08-23,504,11,地滑之秀,1,1
212,1000038,"你
费尽全力
做到最好
——
还不如
别人随便搞搞",2018-06-12,498,7,生存指难,1,1
213,1000222,"中元节了
想送你点什么
可你什么都不缺
要不
——
我还是送你走吧",2018-08-25,493,17,送你离开,1,1
214,1000286,"吃得苦中苦
方为
人下人",2018-09-10,485,16,方,1,1
